application_id,vae_reconstruction_prob,rule_violation_score,rule_codes_fired,lgbm_risk_score,top_shap_features
SK202526000002582,0.91964936,1.0,FEE_EXCEED,0.9999279031946576,"flag_fee_exceeds_income,misc_fee,age_at_registration"
KL202526000002659,0.9436774,0.0,,0.0017286457482784882,"flag_fee_exceeds_income,permanent_pincode,vae_reconstruction_prob"
RJ202526000002814,0.9490466,1.0,FEE_EXCEED,0.9994555677014776,"flag_fee_exceeds_income,annual_family_income,misc_fee"
AS202526000002850,0.97212625,0.0,,0.0006836524543817626,"c_course_id,flag_fee_exceeds_income,state_verify_by"
BR202526000002883,0.97605914,0.0,,0.44837456032007916,"x_university_id,state_verify_by,permanent_pincode"
AS202526000002875,0.98456764,0.0,,0.025421658013173892,"flag_fee_exceeds_income,x_percentage,x_course_year"
KA202526000002952,0.9603766,1.0,FEE_EXCEED,0.9999017785096175,"flag_fee_exceeds_income,x_course_year,ip_application_count"
AS202526000006613,0.9787694,0.0,,0.00879201194325849,"flag_fee_exceeds_income,x_course_year,xii_percentage"
MN202526000003484,0.9643537,0.0,,0.0021932568484115487,"flag_fee_exceeds_income,religion,state_verify_by"
TS202526001425285,0.96834826,0.0,,0.0010831864698366313,"flag_fee_exceeds_income,state_verify_by,permanent_pincode"
PB202526000003515,0.97894335,0.0,,0.0003623179847838478,"flag_fee_exceeds_income,permanent_pincode,x_university_id"
HP202526000003599,0.9570575,1.0,FEE_EXCEED,0.9997528007000072,"flag_fee_exceeds_income,permanent_pincode,c_institution_id"
MH202526000003660,0.9350126,3.0,"IP_CONC,FEE_EXCEED",0.9999948178792313,"flag_fee_exceeds_income,ip_application_count,vae_reconstruction_prob"
PB202526000003581,0.9761295,0.0,,0.00036477327327013144,"flag_fee_exceeds_income,x_course_year,x_university_id"
SK202526000003563,0.9256189,1.0,FEE_EXCEED,0.9998779612530949,"flag_fee_exceeds_income,religion,vae_reconstruction_prob"
TR202526000003727,0.94714636,0.0,,0.0019893435366419056,"flag_fee_exceeds_income,misc_fee,ip_application_count"
TN202526000003656,0.96340346,0.0,,0.0011866997841446126,"flag_fee_exceeds_income,annual_family_income,x_course_year"
MH202526000003710,0.9715138,0.0,,0.003057042010217877,"permanent_pincode,flag_fee_exceeds_income,name_similarity_score"
BR202526000003746,0.98330146,0.0,,0.041609848714493164,"x_university_id,flag_fee_exceeds_income,state_verify_by"
WB202526000003939,0.9422328,1.0,FEE_EXCEED,0.9997175022095445,"flag_fee_exceeds_income,annual_family_income,ip_application_count"
BR202526000003927,0.9813351,0.0,,0.04262860786445918,"x_university_id,c_course_id,state_verify_by"
WB202526000004002,0.9784496,0.0,,6.836129471555165e-05,"flag_fee_exceeds_income,x_university_id,x_percentage"
MN202526000004022,0.9606666,0.0,,0.004808355944654637,"flag_fee_exceeds_income,religion,vae_reconstruction_prob"
UT202526000004232,0.9544435,1.0,FEE_EXCEED,0.9997539864575306,"flag_fee_exceeds_income,aadhaar_vault_ref_token,x_course_year"
AS202526000004346,0.9856086,0.0,,0.0002831662654672001,"misc_fee,flag_fee_exceeds_income,vae_reconstruction_prob"
TN202526000004380,0.98088324,0.0,,0.0008946980438163661,"flag_fee_exceeds_income,x_percentage,x_course_year"
RJ202526000004445,0.9524628,0.0,,0.0012445817322064726,"permanent_pincode,flag_fee_exceeds_income,x_university_id"
AS202526000004535,0.96315664,0.0,,0.00766864891796231,"flag_fee_exceeds_income,xii_university_id,vae_reconstruction_prob"
KL202526000004581,0.97362536,0.0,,0.001929914303081461,"flag_fee_exceeds_income,ip_application_count,permanent_pincode"
AS202526000004611,0.9592176,0.0,,0.0015000108095901477,"flag_fee_exceeds_income,x_university_id,x_course_year"
UP202526000004715,0.97283316,0.0,,0.0023320075622565634,"flag_fee_exceeds_income,permanent_pincode,ip_application_count"
AS202526000004828,0.9767027,0.0,,0.0005002325368386698,"annual_family_income,flag_fee_exceeds_income,mobile_no"
TN202526000005056,0.966045,0.0,,0.0017665388480657298,"flag_fee_exceeds_income,x_percentage,x_course_year"
BR202526000005099,0.9780069,2.0,X9,0.9418524544488674,"x_university_id,permanent_pincode,state_verify_by"
BR202526000005268,0.9584379,0.0,,0.008635624130811472,"x_university_id,x_course_year,flag_fee_exceeds_income"
NL202526000005511,0.9486463,1.0,FEE_EXCEED,0.9996808382278919,"flag_fee_exceeds_income,annual_family_income,x_university_id"
BR202526000005782,0.9279113,1.0,FEE_EXCEED,0.9998062068059901,"flag_fee_exceeds_income,misc_fee,permanent_pincode"
HR202526004840744,0.94874644,0.0,,0.0019101083309975263,"permanent_pincode,flag_fee_exceeds_income,state_verify_by"
BR202526000005964,0.9827339,0.0,,0.0034400322494059286,"flag_fee_exceeds_income,permanent_pincode,x_university_id"
AS202526000006050,0.9814228,0.0,,0.009017615070143549,"flag_fee_exceeds_income,ip_application_count,x_course_year"
BR202526000006084,0.9579173,0.0,,0.0012720640622537489,"x_course_year,flag_fee_exceeds_income,x_university_id"
KA202526000006088,0.9539146,1.0,FEE_EXCEED,0.9999282932191681,"flag_fee_exceeds_income,x_course_year,vae_reconstruction_prob"
PB202526000006161,0.9540416,0.0,,0.0012237940966956136,"flag_fee_exceeds_income,x_course_year,age_at_registration"
KA202526000024079,0.9725704,0.0,,0.00021302771242623415,"flag_fee_exceeds_income,state_verify_by,ip_application_count"
HR202526000006257,0.9614214,0.0,,0.00021715802958271197,"permanent_pincode,flag_fee_exceeds_income,mobile_no"
HR202526000006241,0.951032,0.0,,0.0019903755777617473,"annual_family_income,flag_fee_exceeds_income,permanent_pincode"
AS202526000006248,0.97723055,0.0,,0.02345192922553991,"x_university_id,flag_fee_exceeds_income,state_verify_by"
AS202526000006175,0.98856,0.0,,0.09204307520117952,"flag_fee_exceeds_income,x_course_year,vae_reconstruction_prob"
DL202526000006291,0.93929344,0.0,,0.0009276643491114393,"flag_fee_exceeds_income,annual_family_income,x_course_year"
TN202526000006508,0.9603284,0.0,,0.0007512233165906564,"permanent_pincode,flag_fee_exceeds_income,x_course_year"
UP202526000006570,0.97357595,0.0,,0.0004251483063482933,"flag_fee_exceeds_income,annual_family_income,permanent_pincode"
AS202526000006683,0.9879224,0.0,,0.000602114531615318,"flag_fee_exceeds_income,vae_reconstruction_prob,c_institution_id"
MN202526000006685,0.97927773,0.0,,0.0040450913871209184,"flag_fee_exceeds_income,x_percentage,x_course_year"
MP202526000006763,0.9087094,3.0,"X13_X21,X13_FLAG,FEE_EXCEED",0.999984477700631,"flag_fee_exceeds_income,flag_income_below_20000,misc_fee"
JK202526000006717,0.9473605,0.0,,0.0008256425092321587,"flag_fee_exceeds_income,permanent_pincode,x_course_year"
PB202526000006966,0.9636259,0.0,,0.00039589572252895534,"flag_fee_exceeds_income,annual_family_income,permanent_pincode"
OR202526000006950,0.982598,0.0,,0.00013299118249140667,"flag_fee_exceeds_income,x_university_id,x_course_year"
BR202526000006955,0.9809991,0.0,,0.0035216637407012546,"x_university_id,flag_fee_exceeds_income,x_course_year"
BR202526000006983,0.9756241,0.0,,0.01087213624889096,"x_university_id,flag_fee_exceeds_income,state_verify_by"
UP202526000006830,0.9126156,1.0,FEE_EXCEED,0.9998809186073598,"flag_fee_exceeds_income,misc_fee,age_at_registration"
WB202526000006848,0.9798639,0.0,,0.0003285152066159169,"flag_fee_exceeds_income,x_university_id,x_course_year"
WB202526000011388,0.9770428,0.0,,0.00028704411069472983,"flag_fee_exceeds_income,x_university_id,x_course_year"
AS202526000011371,0.98064435,0.0,,0.004359892682699139,"flag_fee_exceeds_income,x_course_year,x_university_id"
AS202526000011462,0.9548677,1.0,FEE_EXCEED,0.9995852229642996,"flag_fee_exceeds_income,annual_family_income,ip_application_count"
AS202526000011449,0.940342,2.0,"X13_X21,X13_FLAG",0.9995913877698659,"flag_income_below_20000,name_similarity_score,flag_fee_exceeds_income"
KL202526000011482,0.97980964,0.0,,0.00016783960436964494,"flag_fee_exceeds_income,ip_application_count,x_course_year"
JH202526000011504,0.9310518,1.0,FEE_EXCEED,0.9998494625285334,"flag_fee_exceeds_income,x_course_year,misc_fee"
UP202526000011547,0.8921968,4.0,"X13_X21,X13_FLAG,FEE_EXCEED,INCOME_EXTREME",0.9999850290562395,"flag_fee_exceeds_income,flag_income_below_20000,ip_application_count"
BR202526000011527,0.96448666,0.0,,0.031596132999513755,"x_university_id,flag_fee_exceeds_income,disability_percentage"
AS202526000011798,0.9839204,0.0,,0.0031344346751286984,"flag_fee_exceeds_income,state_verify_by,ip_application_count"
KA202526000011778,0.9561701,1.0,FEE_EXCEED,0.9999215522009397,"flag_fee_exceeds_income,misc_fee,age_at_registration"
BR202526000011809,0.9753953,0.0,,0.028275335187823453,"x_university_id,permanent_pincode,flag_fee_exceeds_income"
BR202526000012055,0.9788216,0.0,,0.5031101236791706,"x_university_id,state_verify_by,permanent_pincode"
BR202526000012125,0.97246814,0.0,,0.531826098194977,"x_university_id,state_verify_by,flag_fee_exceeds_income"
MN202526000012163,0.91832924,0.0,,0.0007101860419675859,"flag_fee_exceeds_income,religion,state_verify_by"
AS202526000012371,0.9668924,0.0,,0.0016695686468912814,"x_course_year,flag_fee_exceeds_income,ip_application_count"
JH202526000012366,0.9404133,1.0,FEE_EXCEED,0.9999254767424974,"flag_fee_exceeds_income,misc_fee,vae_reconstruction_prob"
AS202526000012565,0.9782544,0.0,,0.0010044264517775129,"flag_fee_exceeds_income,x_course_year,ip_application_count"
RJ202526000012570,0.931141,1.0,FEE_EXCEED,0.9999803052188162,"flag_fee_exceeds_income,vae_reconstruction_prob,age_at_registration"
KA202526000012724,0.9759801,0.0,,0.00015361346513792734,"x_course_year,flag_fee_exceeds_income,annual_family_income"
DL202526000012755,0.93450534,0.0,,0.001593209232143548,"flag_fee_exceeds_income,misc_fee,vae_reconstruction_prob"
AS202526000012827,0.98249435,0.0,,0.015673737900614357,"flag_fee_exceeds_income,ip_application_count,village_id"
BR202526000012832,0.9723846,4.0,"UN,UN_AGG",0.9993005186201682,"mobile_unique_fathers_count,x_university_id,mobile_application_count"
OR202526000012840,0.9695339,1.0,FEE_EXCEED,0.9999292220010018,"flag_fee_exceeds_income,misc_fee,ip_application_count"
AP202526000012843,0.962458,0.0,,0.0006561994413345596,"flag_fee_exceeds_income,misc_fee,ip_application_count"
GJ202526000006974,0.95633787,0.0,,0.0011234671869989618,"flag_fee_exceeds_income,permanent_pincode,x_percentage"
PB202526000007072,0.95148695,0.0,,0.007910047944223956,"permanent_pincode,flag_fee_exceeds_income,state_verify_by"
TS202526000007084,0.9506603,1.0,FEE_EXCEED,0.9998654485338717,"flag_fee_exceeds_income,x_percentage,x_course_year"
AS202526000007102,0.9587084,1.0,FEE_EXCEED,0.9997896080120907,"flag_fee_exceeds_income,x_course_year,misc_fee"
AS202526000007132,0.974171,0.0,,0.0068331998439886375,"flag_fee_exceeds_income,misc_fee,state_verify_by"
AS202526000007165,0.96923804,0.0,,0.005473987874435237,"flag_fee_exceeds_income,ip_application_count,admission_year"
SK202526000007178,0.9845673,0.0,,0.0011372651226163155,"flag_fee_exceeds_income,mobile_no,state_verify_by"
AS202526000007229,0.96888065,0.0,,0.008087927015719266,"flag_fee_exceeds_income,ip_application_count,x_course_year"
PB202526000007263,0.9588022,0.0,,0.0006980208737523011,"flag_fee_exceeds_income,x_course_year,permanent_pincode"
UP202526000007246,0.97177416,0.0,,0.000260091830023691,"flag_fee_exceeds_income,annual_family_income,x_course_year"
SK202526000007282,0.9291676,1.0,FEE_EXCEED,0.9998930879712771,"flag_fee_exceeds_income,misc_fee,religion"
AS202526000007409,0.9451868,0.0,,0.01182391447860408,"flag_fee_exceeds_income,x_percentage,vae_reconstruction_prob"
AS202526000007451,0.9890822,0.0,,0.00017475702645252224,"flag_fee_exceeds_income,x_university_id,ip_application_count"
AS202526000007537,0.98484856,0.0,,0.0015197179457542202,"flag_fee_exceeds_income,x_course_year,name_similarity_score"
AS202526000007542,0.9793745,0.0,,0.02008758949193283,"flag_fee_exceeds_income,name_similarity_score,x_course_year"
BR202526000007589,0.9733105,2.0,X9,0.9048338255737943,"x_university_id,state_verify_by,flag_fee_exceeds_income"
AS202526000007650,0.98148036,0.0,,0.002498582549658017,"flag_fee_exceeds_income,c_institution_id,ip_application_count"
UP202526000015106,0.90537477,1.0,FEE_EXCEED,0.999604356936075,"flag_fee_exceeds_income,annual_family_income,x_course_year"
RJ202526000015214,0.96354085,1.0,FEE_EXCEED,0.9999114132063432,"flag_fee_exceeds_income,permanent_pincode,ip_application_count"
BR202526000015318,0.9793528,0.0,,0.002871900556687233,"flag_fee_exceeds_income,x_university_id,c_institution_id"
TS202526002106493,0.9701214,0.0,,0.0002462029070575727,"flag_fee_exceeds_income,x_university_id,state_verify_by"
MP202526000015446,0.9742349,0.0,,7.904770303954855e-05,"flag_fee_exceeds_income,x_university_id,x_course_year"
AS202526000015430,0.9841667,0.0,,0.0011922840743874,"flag_fee_exceeds_income,x_course_year,c_institution_id"
BR202526000015515,0.95509934,0.0,,0.7022218695403688,"x_university_id,permanent_pincode,state_verify_by"
MH202526000015476,0.9728831,0.0,,0.00024652952818578384,"flag_fee_exceeds_income,x_course_year,x_university_id"
BR202526000015583,0.97438496,0.0,,0.5570495449697223,"x_university_id,permanent_pincode,state_verify_by"
AS202526000015656,0.95123976,0.0,,0.000697335389058443,"flag_fee_exceeds_income,c_institution_id,ip_application_count"
BR202526000015785,0.9757868,0.0,,0.05409573620528652,"x_university_id,flag_fee_exceeds_income,permanent_pincode"
BR202526000016002,0.9810521,0.0,,0.7054100988366466,"x_university_id,state_verify_by,permanent_pincode"
UP202526000016137,0.94466096,3.0,"X1,X1_FLAG",0.9989432221240028,"flag_prematric_age_over20,age_at_registration,flag_fee_exceeds_income"
AS202526000016212,0.95029795,0.0,,0.002313741389277928,"flag_fee_exceeds_income,name_similarity_score,ip_application_count"
AS202526000016595,0.9522155,0.0,,0.006140887881016282,"flag_fee_exceeds_income,xii_university_id,x_course_year"
AS202526000016610,0.9813633,2.0,X9,0.7026155692798165,"flag_fee_exceeds_income,x_course_year,x_percentage"
KA202526000016710,0.9607655,1.0,FEE_EXCEED,0.9999090012680767,"flag_fee_exceeds_income,entitled_lumpsump_amount,x_percentage"
AS202526000016722,0.9514839,0.0,,0.008061578926936647,"flag_fee_exceeds_income,x_course_year,vae_reconstruction_prob"
BR202526000016747,0.9760162,0.0,,0.003784278321419763,"x_university_id,flag_fee_exceeds_income,x_course_year"
KA202526000016812,0.9520672,1.0,FEE_EXCEED,0.9999619141191066,"flag_fee_exceeds_income,vae_reconstruction_prob,x_course_year"
KA202526000016801,0.9789459,0.0,,0.006450025940540904,"flag_fee_exceeds_income,x_course_year,permanent_pincode"
BR202526000016882,0.9827319,0.0,,0.4899639295198087,"x_university_id,state_verify_by,flag_fee_exceeds_income"
UP202526000007829,0.97926766,0.0,,0.0015774300631672723,"flag_fee_exceeds_income,permanent_pincode,ip_application_count"
AS202526000007850,0.9779772,0.0,,0.027440122803396624,"flag_fee_exceeds_income,mobile_no,x_percentage"
AS202526000007903,0.9766698,0.0,,0.000763607311771374,"flag_fee_exceeds_income,x_course_year,annual_family_income"
WB202526000008002,0.9622613,1.0,FEE_EXCEED,0.9999045534281016,"flag_fee_exceeds_income,x_course_year,age_at_registration"
BR202526000008106,0.97181106,0.0,,0.1570009941116101,"x_university_id,state_verify_by,flag_fee_exceeds_income"
AS202526000008124,0.98633134,0.0,,0.0006514230734482774,"x_course_year,flag_fee_exceeds_income,vae_reconstruction_prob"
BR202526000008177,0.9777848,0.0,,0.022425934805351155,"x_university_id,flag_fee_exceeds_income,state_verify_by"
WB202526000008195,0.9883253,0.0,,0.00013623495775747614,"flag_fee_exceeds_income,vae_reconstruction_prob,x_university_id"
PB202526000008325,0.9664142,0.0,,0.000345197550226349,"flag_fee_exceeds_income,x_course_year,permanent_pincode"
AS202526000008369,0.96971506,1.5,FM_ENG,0.9992721280087579,"is_father_name_eq_mother,flag_fee_exceeds_income,vae_reconstruction_prob"
PB202526000008334,0.9378281,3.0,"X1,X1_FLAG",0.9975609448928119,"flag_prematric_age_over20,age_at_registration,flag_fee_exceeds_income"
KL202526000534775,0.98091376,0.0,,0.00014508307574334997,"flag_fee_exceeds_income,state_verify_by,x_university_id"
AS202526000008489,0.9820917,0.0,,0.00033469381181410547,"annual_family_income,flag_fee_exceeds_income,c_institution_id"
BR202526000008802,0.9760945,0.0,,0.0030750980602197017,"flag_fee_exceeds_income,x_university_id,permanent_pincode"
AS202526000008775,0.9773314,0.0,,0.04026292380214288,"flag_fee_exceeds_income,x_course_year,x_percentage"
KA202526000008948,0.8967654,1.0,FEE_EXCEED,0.9997633472706728,"flag_fee_exceeds_income,name_similarity_score,misc_fee"
AS202526000008961,0.9648476,0.0,,0.00114620106276404,"misc_fee,flag_fee_exceeds_income,annual_family_income"
AS202526000008931,0.9778129,0.0,,0.0002508082514535678,"flag_fee_exceeds_income,annual_family_income,misc_fee"
JK202526000008935,0.9216122,1.0,FEE_EXCEED,0.999882920190403,"flag_fee_exceeds_income,x_course_year,permanent_pincode"
AS202526000008966,0.9636901,0.0,,0.0011618815159644893,"flag_fee_exceeds_income,state_verify_by,annual_family_income"
AS202526000008987,0.9906407,0.0,,0.001220719027589303,"flag_fee_exceeds_income,x_course_year,vae_reconstruction_prob"
AS202526000009005,0.9640685,1.0,UW,0.9998308587681525,"flag_income_below_20000,flag_fee_exceeds_income,x_course_year"
MN202526000009066,0.9665077,0.0,,0.002083928611628344,"flag_fee_exceeds_income,c_institution_id,ip_application_count"
RJ202526000009081,0.9717384,0.0,,0.002423934638948422,"permanent_pincode,flag_fee_exceeds_income,x_university_id"
AS202526000009229,0.97314155,0.0,,0.013122610352848098,"flag_fee_exceeds_income,mobile_no,x_course_year"
GJ202526000016891,0.97329026,0.0,,0.0003129027873585727,"flag_fee_exceeds_income,x_university_id,x_course_year"
TN202526000016901,0.95363235,0.0,,0.00039934891173411095,"flag_fee_exceeds_income,x_university_id,x_course_year"
GJ202526000016942,0.9540518,1.0,FEE_EXCEED,0.9996221941353373,"flag_fee_exceeds_income,c_institution_id,xii_percentage"
BR202526000016976,0.98102415,2.0,X9,0.8648316541025989,"x_university_id,permanent_pincode,state_verify_by"
TN202526000017074,0.9356346,1.0,FEE_EXCEED,0.9998678251803161,"flag_fee_exceeds_income,misc_fee,x_university_id"
BR202526000017092,0.9803124,2.0,X9,0.7844858405949267,"x_university_id,state_verify_by,flag_fee_exceeds_income"
BR202526000017134,0.9751755,2.0,X9,0.8495234874419363,"x_university_id,state_verify_by,flag_fee_exceeds_income"
MH202526000017164,0.9654696,1.0,FEE_EXCEED,0.9998241970529502,"flag_fee_exceeds_income,misc_fee,x_course_year"
UP202526000017230,0.940805,1.0,FEE_EXCEED,0.9999244222610386,"flag_fee_exceeds_income,misc_fee,x_university_id"
WB202526000017295,0.9854551,0.0,,6.239121896160306e-05,"flag_fee_exceeds_income,x_university_id,vae_reconstruction_prob"
RJ202526000491872,0.9417245,0.0,,0.00021419611072302723,"flag_fee_exceeds_income,permanent_pincode,x_university_id"
HR202526000017334,0.9653453,0.0,,0.009142331619617111,"permanent_pincode,flag_fee_exceeds_income,x_university_id"
AS202526000017349,0.98011875,0.0,,0.059924207817318935,"flag_fee_exceeds_income,x_course_year,x_percentage"
WB202526000515633,0.9704146,0.0,,0.004874005177951585,"flag_fee_exceeds_income,x_course_year,state_verify_by"
BR202526000017406,0.98414046,0.0,,0.2895463719955412,"x_university_id,permanent_pincode,flag_fee_exceeds_income"
KA202526000036778,0.97747076,0.0,,0.00018998281845576182,"flag_fee_exceeds_income,x_university_id,x_course_year"
AS202526000009435,0.96762395,0.0,,0.01392381786744193,"flag_fee_exceeds_income,x_course_year,ip_application_count"
KA202526000009433,0.9495045,0.0,,0.0009699327441856308,"flag_fee_exceeds_income,x_course_year,permanent_pincode"
AS202526000009501,0.9685822,0.0,,0.006759061050652943,"flag_fee_exceeds_income,x_course_year,annual_family_income"
PB202526000009481,0.97660094,0.0,,0.00015726600150539627,"flag_fee_exceeds_income,permanent_pincode,x_university_id"
TN202526000945094,0.961741,0.0,,0.00020269848620753432,"flag_fee_exceeds_income,state_verify_by,x_university_id"
GJ202526000009494,0.92642206,1.0,FEE_EXCEED,0.9999272109121452,"flag_fee_exceeds_income,vae_reconstruction_prob,ip_application_count"
UP202526000009115,0.94001085,1.0,FEE_EXCEED,0.9999039296595571,"flag_fee_exceeds_income,ip_application_count,misc_fee"
GJ202526000009607,0.93399924,1.0,FEE_EXCEED,0.9998455432106425,"flag_fee_exceeds_income,annual_family_income,misc_fee"
AS202526000009603,0.9854119,0.0,,0.00010568085568388476,"flag_fee_exceeds_income,ip_application_count,x_university_id"
AS202526000032934,0.978373,0.0,,0.0003003317532957232,"flag_fee_exceeds_income,x_university_id,x_course_year"
MH202526000009605,0.96123385,0.0,,0.0004800291016527251,"flag_fee_exceeds_income,x_course_year,x_university_id"
CT202526000009671,0.937649,0.0,,0.00045949196369692334,"flag_fee_exceeds_income,x_university_id,x_course_year"
KL202526000009779,0.94178784,1.0,FEE_EXCEED,0.9999398817485012,"flag_fee_exceeds_income,vae_reconstruction_prob,x_course_year"
WB202526000009873,0.9811285,0.0,,0.00025036601983048954,"flag_fee_exceeds_income,x_university_id,x_course_year"
BR202526000030532,0.97759354,0.0,,0.004283046993951285,"x_university_id,flag_fee_exceeds_income,x_course_year"
PB202526000010124,0.9562715,0.0,,0.0011601345544293453,"flag_fee_exceeds_income,annual_family_income,x_course_year"
AP202526000010146,0.94677806,1.0,FEE_EXCEED,0.9994397108633982,"flag_fee_exceeds_income,annual_family_income,mobile_no"
KA202526000010253,0.9640473,0.0,,0.0008723254921462097,"flag_fee_exceeds_income,annual_family_income,x_course_year"
AS202526000010277,0.9535755,1.0,FEE_EXCEED,0.9999509843729704,"flag_fee_exceeds_income,name_similarity_score,mobile_no"
BR202526000010421,0.98172724,0.0,,0.11881250728297611,"x_university_id,x_course_year,permanent_pincode"
BR202526000010406,0.94515604,1.0,FEE_EXCEED,0.9997518596116857,"flag_fee_exceeds_income,annual_family_income,misc_fee"
TR202526000010718,0.94168496,1.0,FEE_EXCEED,0.9998477665180417,"flag_fee_exceeds_income,misc_fee,x_course_year"
UP202526000010771,0.9550872,1.0,FEE_EXCEED,0.9998841170141295,"flag_fee_exceeds_income,misc_fee,mobile_no"
TN202526000357392,0.95132905,0.0,,0.0012850962157711584,"flag_fee_exceeds_income,x_university_id,state_verify_by"
AR202526000013140,0.94974995,1.0,FEE_EXCEED,0.9999166815317947,"flag_fee_exceeds_income,religion,x_course_year"
UP202526000013209,0.9032029,1.0,FEE_EXCEED,0.999956707648994,"flag_fee_exceeds_income,misc_fee,x_university_id"
AS202526000013222,0.9449382,0.0,,0.014182984135771489,"flag_fee_exceeds_income,x_course_year,ip_application_count"
OR202526001478117,0.9815599,0.0,,0.004298587516036614,"flag_fee_exceeds_income,x_course_year,state_verify_by"
BR202526000013226,0.9815079,0.0,,0.5811358389028322,"x_university_id,state_verify_by,flag_fee_exceeds_income"
KA202526000013494,0.97347295,0.0,,0.00015155334818128628,"flag_fee_exceeds_income,annual_family_income,lgd_district_code"
MH202526000013621,0.9796282,0.0,,0.01017641228486919,"flag_fee_exceeds_income,permanent_pincode,x_course_year"
TS202526001427200,0.9732604,0.0,,0.0002396894425740821,"flag_fee_exceeds_income,x_university_id,state_verify_by"
