application_id,fraud_category
KA202526000052424,INCOME_VIOLATION
AS202526000177774,INCOME_VIOLATION
MH202526000114368,INCOME_VIOLATION
WB202526000037566,INCOME_VIOLATION
BR202526000123878,INCOME_VIOLATION
AS202526000121518,INCOME_VIOLATION
AS202526000101993,INCOME_VIOLATION
MP202526000086029,INCOME_VIOLATION
BR202526000178700,INCOME_VIOLATION
OR202526000952939,INCOME_VIOLATION
AS202526000109074,INCOME_VIOLATION
AS202526000152821,INCOME_VIOLATION
BR202526000125604,INCOME_VIOLATION
PB202526000041078,INCOME_VIOLATION
BR202526000165235,INCOME_VIOLATION
WB202526000095636,INCOME_VIOLATION
AS202526000127277,INCOME_VIOLATION
BR202526000078914,INCOME_VIOLATION
BR202526000119211,INCOME_VIOLATION
TS202526001419135,INCOME_VIOLATION
AP202526000115734,INCOME_VIOLATION
PB202526000129195,INCOME_VIOLATION
BR202526000089710,INCOME_VIOLATION
BR202526000184219,INCOME_VIOLATION
HP202526000127308,INCOME_VIOLATION
MH202526000100262,INCOME_VIOLATION
AS202526000201541,INCOME_VIOLATION
BR202526000179269,INCOME_VIOLATION
ML202526000221528,INCOME_VIOLATION
BR202526000140617,INCOME_VIOLATION
MH202526000169664,INCOME_VIOLATION
BR202526000177568,INCOME_VIOLATION
GA202526000109711,INCOME_VIOLATION
AS202526000184022,INCOME_VIOLATION
AS202526000129166,INCOME_VIOLATION
GJ202526000060521,INCOME_VIOLATION
UT202526000187563,INCOME_VIOLATION
AS202526000082801,INCOME_VIOLATION
GJ202526000073157,INCOME_VIOLATION
KA202526000045254,INCOME_VIOLATION
WB202526000070895,INCOME_VIOLATION
BR202526000127711,INCOME_VIOLATION
NL202526000236688,INCOME_VIOLATION
BR202526000207764,INCOME_VIOLATION
OR202526000086228,INCOME_VIOLATION
OR202526000206236,INCOME_VIOLATION
BR202526000215850,INCOME_VIOLATION
AS202526000099561,INCOME_VIOLATION
MN202526000191834,INCOME_VIOLATION
TN202526000201175,INCOME_VIOLATION
AS202526000157232,INCOME_VIOLATION
PB202526000168652,INCOME_VIOLATION
WB202526000055677,INCOME_VIOLATION
BR202526000164929,INCOME_VIOLATION
ML202526000190406,INCOME_VIOLATION
AS202526000098763,INCOME_VIOLATION
BR202526000049647,INCOME_VIOLATION
HP202526000060796,INCOME_VIOLATION
MH202526000090237,INCOME_VIOLATION
AS202526000197696,INCOME_VIOLATION
AS202526000170260,INCOME_VIOLATION
AS202526000146079,INCOME_VIOLATION
BR202526000140779,INCOME_VIOLATION
CH202526000191633,INCOME_VIOLATION
ML202526000205556,INCOME_VIOLATION
KA202526000236069,INCOME_VIOLATION
GJ202526000107313,INCOME_VIOLATION
BR202526000067090,INCOME_VIOLATION
BR202526000102637,INCOME_VIOLATION
TN202526000170483,INCOME_VIOLATION
WB202526000211154,INCOME_VIOLATION
BR202526000193544,INCOME_VIOLATION
KA202526000205471,INCOME_VIOLATION
GJ202526000124725,INCOME_VIOLATION
BR202526000090888,INCOME_VIOLATION
KA202526000182007,INCOME_VIOLATION
MP202526000100664,INCOME_VIOLATION
BR202526000216192,INCOME_VIOLATION
GJ202526000094623,INCOME_VIOLATION
BR202526000134469,INCOME_VIOLATION
AS202526000011449,INCOME_VIOLATION
OR202526000199622,INCOME_VIOLATION
GJ202526000025387,INCOME_VIOLATION
MN202526000233329,INCOME_VIOLATION
TR202526000197627,INCOME_VIOLATION
BR202526000157928,INCOME_VIOLATION
TN202526000044089,INCOME_VIOLATION
KA202526000235755,INCOME_VIOLATION
AS202526000065109,INCOME_VIOLATION
AS202526000114586,INCOME_VIOLATION
HP202526000181866,INCOME_VIOLATION
KA202526000101948,INCOME_VIOLATION
KA202526000100853,INCOME_VIOLATION
GJ202526000062124,INCOME_VIOLATION
UT202526000166558,INCOME_VIOLATION
OR202526001868151,INCOME_VIOLATION
UP202526000173569,INCOME_VIOLATION
AS202526000131209,INCOME_VIOLATION
AP202526000018056,INCOME_VIOLATION
BR202526000220867,INCOME_VIOLATION
AS202526000216721,IP_CONCENTRATION
AS202526000238781,IP_CONCENTRATION
BR202526000185488,IP_CONCENTRATION
BR202526000216304,IP_CONCENTRATION
GJ202526000229610,IP_CONCENTRATION
BR202526000063720,IP_CONCENTRATION
BR202526000218999,IP_CONCENTRATION
MP202526000079601,IP_CONCENTRATION
PB202526000234110,IP_CONCENTRATION
AS202526000099463,IP_CONCENTRATION
AS202526000036165,IP_CONCENTRATION
BR202526000041883,IP_CONCENTRATION
OR202526000108765,IP_CONCENTRATION
AS202526000124909,IP_CONCENTRATION
BR202526000090102,IP_CONCENTRATION
HP202526000168173,IP_CONCENTRATION
KA202526000155395,IP_CONCENTRATION
MN202526000186017,IP_CONCENTRATION
PB202526000226516,IP_CONCENTRATION
AS202526000080793,IP_CONCENTRATION
BR202526000062084,IP_CONCENTRATION
AS202526000225596,IP_CONCENTRATION
BR202526000052548,IP_CONCENTRATION
TN202526000060666,IP_CONCENTRATION
AS202526000225958,IP_CONCENTRATION
AS202526000151687,IP_CONCENTRATION
MN202526000118983,IP_CONCENTRATION
TS202526000063790,IP_CONCENTRATION
GJ202526000082042,IP_CONCENTRATION
KA202526001166625,IP_CONCENTRATION
BR202526000022214,IP_CONCENTRATION
MN202526000096969,IP_CONCENTRATION
BR202526000205882,IP_CONCENTRATION
BR202526000014534,IP_CONCENTRATION
MN202526000187177,IP_CONCENTRATION
MH202526000090364,IP_CONCENTRATION
AS202526000116318,IP_CONCENTRATION
AS202526000235035,IP_CONCENTRATION
HP202526000147216,IP_CONCENTRATION
SK202526000020836,IP_CONCENTRATION
BR202526000177716,IP_CONCENTRATION
HP202526000157240,IP_CONCENTRATION
AS202526000188336,IP_CONCENTRATION
MH202526000003660,IP_CONCENTRATION
MP202526000130745,IP_CONCENTRATION
AP202526000192667,IP_CONCENTRATION
WB202526000385895,IP_CONCENTRATION
BR202526000036713,IP_CONCENTRATION
AS202526000130773,IP_CONCENTRATION
UP202526000101404,IP_CONCENTRATION
AP202526000042800,IP_CONCENTRATION
AS202526000195201,IP_CONCENTRATION
WB202526000081662,IP_CONCENTRATION
KL202526000124272,IP_CONCENTRATION
AS202526000194498,IP_CONCENTRATION
CT202526000205003,IP_CONCENTRATION
AS202526000147930,IP_CONCENTRATION
GJ202526000149665,IP_CONCENTRATION
AS202526000134877,IP_CONCENTRATION
HP202526000119289,IP_CONCENTRATION
BR202526000201168,IP_CONCENTRATION
MN202526000219552,IP_CONCENTRATION
HR202526000234748,IP_CONCENTRATION
AS202526000180341,IP_CONCENTRATION
AS202526000204303,IP_CONCENTRATION
OR202526001128653,IP_CONCENTRATION
AS202526000156799,IP_CONCENTRATION
AS202526000219231,IP_CONCENTRATION
UP202526000114690,IP_CONCENTRATION
MH202526000158742,IP_CONCENTRATION
NL202526000133571,IP_CONCENTRATION
AS202526000127080,IP_CONCENTRATION
AS202526000102735,IP_CONCENTRATION
HR202526000143926,IP_CONCENTRATION
GJ202526000106438,IP_CONCENTRATION
RJ202526000185726,IP_CONCENTRATION
AS202526000191308,IP_CONCENTRATION
WB202526000163178,IP_CONCENTRATION
KA202526000108003,IP_CONCENTRATION
BR202526000111494,IP_CONCENTRATION
MH202526000226286,IP_CONCENTRATION
BR202526000094516,IP_CONCENTRATION
KA202526000048942,IP_CONCENTRATION
MH202526000111744,IP_CONCENTRATION
AS202526000058861,IP_CONCENTRATION
RJ202526000228801,IP_CONCENTRATION
AS202526000200591,IP_CONCENTRATION
AS202526000226337,IP_CONCENTRATION
BR202526000114231,IP_CONCENTRATION
TS202526001481106,IP_CONCENTRATION
WB202526000601177,IP_CONCENTRATION
DD202526000189257,IP_CONCENTRATION
BR202526000101105,IP_CONCENTRATION
AS202526000183999,IP_CONCENTRATION
AS202526000019462,IP_CONCENTRATION
AS202526000081301,IP_CONCENTRATION
HP202526000167315,IP_CONCENTRATION
AP202526000188677,IP_CONCENTRATION
AS202526000229190,IP_CONCENTRATION
UT202526000138082,IP_CONCENTRATION
BR202526000229944,IP_CONCENTRATION
AS202526000211425,IP_CONCENTRATION
AS202526000197097,IP_CONCENTRATION
AS202526000130536,IP_CONCENTRATION
WB202526000064968,IP_CONCENTRATION
OR202526000213680,IP_CONCENTRATION
AS202526000208617,IP_CONCENTRATION
UP202526000131538,IP_CONCENTRATION
KL202526000227201,IP_CONCENTRATION
TR202526000096632,IP_CONCENTRATION
TS202526001401055,IP_CONCENTRATION
KA202526000073739,IP_CONCENTRATION
KA202526000052492,IP_CONCENTRATION
AP202526000122179,IP_CONCENTRATION
TN202526000082437,IP_CONCENTRATION
MN202526000207253,IP_CONCENTRATION
GJ202526000147710,IP_CONCENTRATION
HR202526000132455,IP_CONCENTRATION
WB202526000052828,IP_CONCENTRATION
AS202526000073405,IP_CONCENTRATION
BR202526000218643,IP_CONCENTRATION
WB202526000144303,IP_CONCENTRATION
UT202526000224860,IP_CONCENTRATION
TS202526000130244,IP_CONCENTRATION
ML202526000231515,IP_CONCENTRATION
GJ202526000095119,IP_CONCENTRATION
HP202526000179288,IP_CONCENTRATION
AS202526000140928,IP_CONCENTRATION
BR202526000193140,IP_CONCENTRATION
MN202526000187166,IP_CONCENTRATION
BR202526000166671,IP_CONCENTRATION
BR202526000238890,IP_CONCENTRATION
GJ202526000158723,IP_CONCENTRATION
AS202526000229828,IP_CONCENTRATION
UP202526000155341,IP_CONCENTRATION
BR202526000078576,IP_CONCENTRATION
AS202526000171715,IP_CONCENTRATION
WB202526000145184,IP_CONCENTRATION
BR202526000172863,IP_CONCENTRATION
BR202526000226349,IP_CONCENTRATION
BR202526000179123,IP_CONCENTRATION
UT202526000144964,IP_CONCENTRATION
BR202526000203240,IP_CONCENTRATION
TN202526000201582,IP_CONCENTRATION
TN202526000159506,IP_CONCENTRATION
AS202526000133221,IP_CONCENTRATION
TR202526000142126,IP_CONCENTRATION
AS202526000215962,IP_CONCENTRATION
HP202526000130306,IP_CONCENTRATION
BR202526000150247,IP_CONCENTRATION
BR202526000146116,MOTHER_NAME_COLLISION
UT202526000200957,MOTHER_NAME_COLLISION
BR202526000103524,MOTHER_NAME_COLLISION
BR202526000050659,MOTHER_NAME_COLLISION
HP202526000118489,MOTHER_NAME_COLLISION
AS202526000151022,MOTHER_NAME_COLLISION
OR202526000206050,MOTHER_NAME_COLLISION
BR202526000178090,MOTHER_NAME_COLLISION
AS202526000187111,MOTHER_NAME_COLLISION
BR202526000120726,MOTHER_NAME_COLLISION
TN202526000043275,MOTHER_NAME_COLLISION
BR202526000236179,MOTHER_NAME_COLLISION
KL202526000093566,MOTHER_NAME_COLLISION
AS202526000152648,MOTHER_NAME_COLLISION
BR202526000199268,MOTHER_NAME_COLLISION
BR202526000202333,MOTHER_NAME_COLLISION
JK202526000052701,MOTHER_NAME_COLLISION
AS202526000110303,MOTHER_NAME_COLLISION
MH202526000158441,MOTHER_NAME_COLLISION
UT202526000146835,MOTHER_NAME_COLLISION
AS202526000192214,MOTHER_NAME_COLLISION
AS202526000176434,MOTHER_NAME_COLLISION
AP202526000193111,MOTHER_NAME_COLLISION
BR202526000229737,MOTHER_NAME_COLLISION
GJ202526000083692,MOTHER_NAME_COLLISION
AS202526000227250,MOTHER_NAME_COLLISION
AS202526000146924,MOTHER_NAME_COLLISION
BR202526000170885,MOTHER_NAME_COLLISION
AS202526000193164,MOTHER_NAME_COLLISION
AS202526000121269,MOTHER_NAME_COLLISION
AS202526000085265,MOTHER_NAME_COLLISION
MN202526000137091,MOTHER_NAME_COLLISION
TN202526000110343,MOTHER_NAME_COLLISION
AS202526000088400,MOTHER_NAME_COLLISION
BR202526000178628,MOTHER_NAME_COLLISION
AS202526000165845,MOTHER_NAME_COLLISION
MP202526001151905,MOTHER_NAME_COLLISION
MH202526000226028,MOTHER_NAME_COLLISION
GJ202526000114253,MOTHER_NAME_COLLISION
PB202526000175588,MOTHER_NAME_COLLISION
BR202526000021412,MOTHER_NAME_COLLISION
BR202526000191836,MOTHER_NAME_COLLISION
UT202526000109012,MOTHER_NAME_COLLISION
UT202526000159339,MOTHER_NAME_COLLISION
GJ202526000074924,MOTHER_NAME_COLLISION
AS202526000103586,MOTHER_NAME_COLLISION
TS202526001060506,MOTHER_NAME_COLLISION
HP202526000164994,MOTHER_NAME_COLLISION
BR202526000111093,MOTHER_NAME_COLLISION
WB202526000023132,MOTHER_NAME_COLLISION
AS202526000093981,MOTHER_NAME_COLLISION
MH202526000147781,MOTHER_NAME_COLLISION
BR202526000068332,MOTHER_NAME_COLLISION
KA202526000119849,MOTHER_NAME_COLLISION
BR202526000039393,MOTHER_NAME_COLLISION
TS202526001193957,MOTHER_NAME_COLLISION
PB202526000229378,MOTHER_NAME_COLLISION
BR202526000180038,MOTHER_NAME_COLLISION
MP202526000044055,MOTHER_NAME_COLLISION
KA202526000353600,MOTHER_NAME_COLLISION
TS202526001475582,MOTHER_NAME_COLLISION
TR202526000060765,MOTHER_NAME_COLLISION
AS202526000166659,MOTHER_NAME_COLLISION
TS202526000170090,MOTHER_NAME_COLLISION
AS202526000150535,MOTHER_NAME_COLLISION
HP202526000180065,MOTHER_NAME_COLLISION
OR202526002467208,MOTHER_NAME_COLLISION
GJ202526000086793,MOTHER_NAME_COLLISION
AS202526000008369,MOTHER_NAME_COLLISION
AS202526000176680,MOTHER_NAME_COLLISION
HP202526000059885,MOTHER_NAME_COLLISION
AS202526000145067,MOTHER_NAME_COLLISION
AS202526000168855,MOTHER_NAME_COLLISION
BR202526000090326,MOTHER_NAME_COLLISION
KL202526000027893,MOTHER_NAME_COLLISION
MN202526000225769,MOTHER_NAME_COLLISION
AS202526000227385,MOTHER_NAME_COLLISION
TN202526000184218,MOTHER_NAME_COLLISION
TN202526000101490,MOTHER_NAME_COLLISION
BR202526000197562,MOTHER_NAME_COLLISION
ML202526000219238,MOTHER_NAME_COLLISION
AS202526000103065,MOTHER_NAME_COLLISION
KA202526000234745,MOTHER_NAME_COLLISION
AS202526000215163,MOTHER_NAME_COLLISION
MH202526000093231,MOTHER_NAME_COLLISION
MH202526000122594,MOTHER_NAME_COLLISION
AS202526000147979,MOTHER_NAME_COLLISION
TN202526000042576,MOTHER_NAME_COLLISION
AS202526000168923,MOTHER_NAME_COLLISION
AS202526000147412,MOTHER_NAME_COLLISION
BR202526000225205,MOTHER_NAME_COLLISION
BR202526000189456,MOTHER_NAME_COLLISION
BR202526000168958,MOTHER_NAME_COLLISION
NL202526000049321,MOTHER_NAME_COLLISION
KL202526000044530,MOTHER_NAME_COLLISION
AP202526000117890,MOTHER_NAME_COLLISION
AS202526000106885,MOTHER_NAME_COLLISION
BR202526000225232,MOTHER_NAME_COLLISION
ML202526000188529,MOTHER_NAME_COLLISION
BR202526000047921,MOTHER_NAME_COLLISION
WB202526000536534,MOTHER_NAME_COLLISION
AS202526000180593,MOTHER_NAME_COLLISION
KA202526000139588,MOTHER_NAME_COLLISION
AS202526000120053,MOTHER_NAME_COLLISION
HP202526000158740,MOTHER_NAME_COLLISION
BR202526000133552,MOTHER_NAME_COLLISION
RJ202526000061867,MOTHER_NAME_COLLISION
BR202526000107381,MOTHER_NAME_COLLISION
KL202526000127202,MOTHER_NAME_COLLISION
AS202526000077962,MOTHER_NAME_COLLISION
HR202526000152229,MOTHER_NAME_COLLISION
BR202526000220971,MOTHER_NAME_COLLISION
BR202526000095162,MOTHER_NAME_COLLISION
AP202526000110789,MOTHER_NAME_COLLISION
AS202526000113721,MOTHER_NAME_COLLISION
BR202526000203677,MOTHER_NAME_COLLISION
CT202526000175795,MOTHER_NAME_COLLISION
AP202526000032838,MOTHER_NAME_COLLISION
AS202526000098324,MOTHER_NAME_COLLISION
WB202526000147441,MOTHER_NAME_COLLISION
BR202526000189531,MOTHER_NAME_COLLISION
BR202526000220728,MOTHER_NAME_COLLISION
PB202526000112392,MOTHER_NAME_COLLISION
PB202526000119819,MOTHER_NAME_COLLISION
BR202526000213535,MOTHER_NAME_COLLISION
BR202526000130522,MOTHER_NAME_COLLISION
AS202526000131553,MOTHER_NAME_COLLISION
MH202526000073491,MOTHER_NAME_COLLISION
BR202526000211762,MOTHER_NAME_COLLISION
BR202526000125061,MOTHER_NAME_COLLISION
AS202526000221495,MOTHER_NAME_COLLISION
BR202526000211422,MOTHER_NAME_COLLISION
AS202526000139125,MOTHER_NAME_COLLISION
BR202526000121095,MOTHER_NAME_COLLISION
AS202526000030444,MOTHER_NAME_COLLISION
AP202526000028118,MOTHER_NAME_COLLISION
GJ202526000088485,MOTHER_NAME_COLLISION
BR202526000189842,MOTHER_NAME_COLLISION
TS202526001425780,MOTHER_NAME_COLLISION
AS202526000204173,MOTHER_NAME_COLLISION
AS202526000228660,MOTHER_NAME_COLLISION
UT202526000178668,MOTHER_NAME_COLLISION
GA202526000230014,MOTHER_NAME_COLLISION
AS202526000157995,MOTHER_NAME_COLLISION
AN202526000168430,MOTHER_NAME_COLLISION
TR202526000078418,MOTHER_NAME_COLLISION
TN202526000002214,MOTHER_NAME_COLLISION
HP202526000192416,MOTHER_NAME_COLLISION
BR202526000141756,MOTHER_NAME_COLLISION
BR202526000041381,MOTHER_NAME_COLLISION
AS202526000120151,FEE_INFLATION
BR202526000114051,FEE_INFLATION
AS202526000113781,FEE_INFLATION
AS202526000084114,FEE_INFLATION
AS202526000194282,FEE_INFLATION
HP202526000167346,FEE_INFLATION
BR202526000202025,FEE_INFLATION
KL202526000082245,FEE_INFLATION
BR202526000100033,FEE_INFLATION
WB202526000207859,FEE_INFLATION
AS202526000073043,FEE_INFLATION
AS202526000192178,FEE_INFLATION
AS202526000130047,FEE_INFLATION
BR202526000081578,FEE_INFLATION
KA202526000235854,FEE_INFLATION
BR202526000154564,FEE_INFLATION
WB202526000187736,FEE_INFLATION
AS202526000156564,FEE_INFLATION
AS202526000078909,FEE_INFLATION
HR202526000204864,FEE_INFLATION
AS202526000044726,FEE_INFLATION
BR202526000131622,FEE_INFLATION
BR202526000069826,FEE_INFLATION
AP202526000239875,FEE_INFLATION
MP202526000145472,FEE_INFLATION
PB202526000122607,FEE_INFLATION
TS202526001762411,FEE_INFLATION
MH202526001158966,FEE_INFLATION
MN202526000197910,FEE_INFLATION
HP202526000118853,FEE_INFLATION
ML202526000172051,FEE_INFLATION
AS202526000121187,FEE_INFLATION
AS202526000155230,FEE_INFLATION
AS202526000144122,FEE_INFLATION
BR202526000087737,FEE_INFLATION
GJ202526000231158,FEE_INFLATION
BR202526000121741,FEE_INFLATION
GJ202526000101633,FEE_INFLATION
MN202526000121705,FEE_INFLATION
AS202526000167118,FEE_INFLATION
GJ202526000227272,FEE_INFLATION
AS202526000074876,FEE_INFLATION
PB202526000128629,FEE_INFLATION
AS202526000144736,FEE_INFLATION
AS202526000007102,FEE_INFLATION
WB202526000195661,FEE_INFLATION
CT202526000183983,FEE_INFLATION
AS202526000089983,FEE_INFLATION
BR202526000201405,FEE_INFLATION
TS202526001421530,FEE_INFLATION
KA202526000025464,FEE_INFLATION
WB202526000019285,FEE_INFLATION
AS202526000098708,FEE_INFLATION
TS202526000084194,FEE_INFLATION
KA202526000099620,FEE_INFLATION
TN202526000084008,FEE_INFLATION
AS202526000172056,FEE_INFLATION
TS202526000125225,FEE_INFLATION
AS202526000112255,FEE_INFLATION
AS202526000084054,FEE_INFLATION
TS202526001740359,FEE_INFLATION
AS202526000109677,FEE_INFLATION
BR202526000099476,FEE_INFLATION
AS202526000231275,FEE_INFLATION
AS202526000113141,FEE_INFLATION
BR202526000159706,FEE_INFLATION
TS202526000221296,FEE_INFLATION
HP202526000180017,FEE_INFLATION
UT202526000181121,FEE_INFLATION
NL202526000181171,FEE_INFLATION
TR202526000127021,FEE_INFLATION
TS202526000186172,FEE_INFLATION
BR202526000133935,FEE_INFLATION
AS202526000081010,FEE_INFLATION
JK202526000001308,FEE_INFLATION
AS202526000175388,FEE_INFLATION
KA202526000226581,FEE_INFLATION
GJ202526000163052,FEE_INFLATION
GJ202526000225547,FEE_INFLATION
GJ202526000081796,FEE_INFLATION
WB202526000134379,FEE_INFLATION
KA202526000154921,FEE_INFLATION
TS202526001760261,FEE_INFLATION
